#V1,#temp,#u10,#v10
2019-01-12 02:00:01,11.4455,2.22145595725078,-6.10340008085948
2019-01-12 03:00:01,11.2455,1.23359988069312,-6.99609257605748
2019-01-12 04:00:01,11.1455,-1.19313101022688e-15,-6.49510270257834
2019-01-12 05:00:01,11.0455,-1.32362971447045e-15,-7.20550456067285
2019-01-12 06:00:01,11.0455,-1.08127497801811e-15,-5.88618682421162
2019-01-12 07:00:01,11.0455,-1.12786274806228,-6.3964274981097
2019-01-12 08:00:01,10.3455,-2.29087645591488,-6.29413133338634
2019-01-12 09:00:01,10.6455,-3.0445793918336,-5.27336619433294
2019-01-12 10:00:01,11.1455,-3.50126630060864,-6.06437112348289
2019-01-12 11:00:01,11.8455,-2.7073994478994,-7.43851884854749
2019-01-12 12:00:01,11.9455,-1.55081127858564,-8.79508780990084
2019-01-12 13:00:01,12.0455,1.53318842314716,-8.69514363024287
2019-01-12 14:00:01,11.9455,1.46269700139327,-8.29536691161102
2019-01-12 15:00:01,11.7455,-1.37955773057483e-15,-7.50996249985621
2019-01-12 16:00:01,11.9455,-1.39820040260963e-15,-7.611448479584
2019-01-12 17:00:01,11.8455,-1.47277109074881e-15,-8.01739239849515
2019-01-12 18:00:01,11.7455,-1.45412841871401e-15,-7.91590641876736
2019-01-12 19:00:01,11.5455,1.46269700139327,-8.29536691161102
2019-01-12 20:00:01,11.8455,1.4450741459548,-8.19542273195305
2019-01-12 21:00:01,11.8455,1.55081127858564,-8.79508780990084
2019-01-12 22:00:01,11.8455,1.40982843507785,-7.99553437263712
2019-01-12 23:00:01,11.8455,1.40982843507785,-7.99553437263712
2019-01-13 00:00:01,11.7455,1.30409130244701,-7.39586929468934
2019-01-13 01:00:01,11.9455,-1.43548574667922e-15,-7.81442043903957
2019-01-13 02:00:01,11.7455,-1.39820040260963e-15,-7.611448479584
2019-01-13 03:00:01,11.8455,-1.23359988069312,-6.99609257605748
2019-01-13 04:00:01,11.9455,-1.24905902633127e-15,-6.7995606417617
2019-01-13 05:00:01,11.8455,-1.16310845893923,-6.59631585742563
2019-01-13 06:00:01,11.9455,-3.39978032088086,-5.88859225033845
2019-01-13 07:00:01,12.3455,-3.24755135128918,-5.62492394062181
2019-01-13 08:00:01,12.6455,-1.4450741459548,-8.19542273195305
2019-01-13 09:00:01,12.4455,-1.58462712295758e-15,-8.62630827686186
2019-01-13 10:00:01,12.6455,-1.58462712295758e-15,-8.62630827686186
2019-01-13 11:00:01,12.5455,-1.60326979499238e-15,-8.72779425658965
2019-01-13 12:00:01,12.8455,-1.56598445092279e-15,-8.52482229713408
2019-01-13 13:00:01,12.5455,-1.49794271227022,-8.49525527092694
2019-01-13 14:00:01,12.6455,1.79753125472426,-10.1943063251123
2019-01-13 15:00:01,12.5455,1.79753125472426,-10.1943063251123
2019-01-13 16:00:01,12.6455,1.77990839928579,-10.0943621454544
2019-01-13 17:00:01,12.3455,3.88754792518886,-10.6809501415041
2019-01-13 18:00:01,12.3455,3.6792864291966,-10.1087563839235
2019-01-13 19:00:01,11.9455,6.39361672285056,-11.0740690080992
2019-01-13 20:00:01,11.4455,6.49510270257835,-11.2498478812436
2019-01-13 21:00:01,10.9455,7.30699054040064,-12.6560788663991
2019-01-13 22:00:01,10.5455,9.58938775791032,-11.4281873112686
2019-01-13 23:00:01,10.3455,9.5241538275844,-11.3504445404436
2019-01-14 00:00:01,10.1455,11.8169011653933,-9.91555740953993
2019-01-14 01:00:01,10.2455,10.728502373844,-9.00228238497704
2019-01-14 02:00:01,10.2455,6.0891587836672,-10.5467323886659
2019-01-14 03:00:01,9.5455,9.45891989725848,-11.2727017696187
2019-01-14 04:00:01,9.5455,9.39368596693256,-11.1949589987937
2019-01-14 05:00:01,9.0455,8.48041094236967,-10.1065602072443
2019-01-14 06:00:01,8.5455,10.650759603019,-8.93704845465112
2019-01-14 07:00:01,8.4455,10.2620457488942,-8.61087880302152
2019-01-14 08:00:01,8.4455,7.82807163911047,-9.32913249899475
2019-01-14 09:00:01,9.1455,7.37143412682902,-8.78493310322005
2019-01-14 10:00:01,8.5455,9.06751631530296,-10.8062451446689
2019-01-14 11:00:01,9.3455,9.56236081146961,-8.02377343008823
2019-01-14 12:00:01,7.3455,10.1065602072443,-8.48041094236968
2019-01-14 13:00:01,7.9455,9.4068752698197,-7.89330556943639
2019-01-14 14:00:01,8.7455,7.56713591780678,-9.01816141569492
2019-01-14 15:00:01,8.7455,8.48041094236967,-10.1065602072443
2019-01-14 16:00:01,8.7455,7.6323698481327,-9.09590418651988
2019-01-14 17:00:01,8.7455,7.04526447519942,-8.39621924909527
2019-01-14 18:00:01,9.3455,6.9800305448735,-8.31847647827031
2019-01-14 19:00:01,9.6455,5.58172888502827,-9.66783802294374
2019-01-14 20:00:01,10.0455,5.42949991543659,-9.40416971322709
2019-01-14 21:00:01,10.0455,6.06675552031061,-7.23007768672093
2019-01-14 22:00:01,9.5455,2.46442770257508,-6.77095946470349
2019-01-14 23:00:01,9.8455,1.02212561543144,-5.79676242016192
2019-01-15 00:00:01,10.1455,1.21597702525465,-6.89614839639952
2019-01-15 01:00:01,10.1455,-1.30498704243565e-15,-7.10401858094506
2019-01-15 02:00:01,10.2455,-1.41684307464442e-15,-7.71293445931178
2019-01-15 03:00:01,10.5455,-1.51556556770869,-8.59519945058491
2019-01-15 04:00:01,9.8455,-2.60326869990327,-7.1524219697572
2019-01-15 05:00:01,10.5455,-1.53318842314717,-8.69514363024287
2019-01-15 06:00:01,10.7455,-1.4450741459548,-8.19542273195305
2019-01-15 07:00:01,11.1455,-2.60326869990327,-7.1524219697572
2019-01-15 08:00:01,11.3455,-2.53384820123918,-6.96169071723034
2019-01-15 09:00:01,11.3455,-2.53384820123918,-6.96169071723034
2019-01-15 10:00:01,11.5455,-3.08921219055188,-8.48754073744522
2019-01-15 11:00:01,11.6455,-3.33218393587618,-9.15510012128922
2019-01-15 12:00:01,11.9455,-1.62130270033953,-9.19486452853269
2019-01-15 13:00:01,11.8455,-1.67417126665495,-9.49469706750659
2019-01-15 14:00:01,11.8455,-1.77990839928579,-10.0943621454544
2019-01-15 15:00:01,11.7455,-1.72703983297037,-9.79452960648048
2019-01-15 16:00:01,11.7455,-1.77105384330553e-15,-9.64116807413973
2019-01-15 17:00:01,11.8455,-1.55081127858564,-8.79508780990084
2019-01-15 18:00:01,11.9455,-1.42745129051633,-8.09547855229509
2019-01-15 19:00:01,11.9455,-1.56843413402411,-8.8950319895588
2019-01-15 20:00:01,12.1455,-1.60367984490106,-9.09492034887473
2019-01-15 21:00:01,12.0455,-1.49794271227022,-8.49525527092694
2019-01-15 22:00:01,12.2455,-3.19334293854801,-8.7736376162355
2019-01-15 23:00:01,12.3455,-3.01979169188779,-8.29680948491835
2019-01-16 00:00:01,12.2455,-2.53384820123918,-6.96169071723034
2019-01-16 01:00:01,12.2455,-3.45052331074475,-5.97648168691067
2019-01-16 02:00:01,12.2455,-3.45052331074475,-5.97648168691067
2019-01-16 03:00:01,12.3455,-3.09532238169749,-5.36125563090516
2019-01-16 04:00:01,12.4455,-2.84160743237803,-4.92180844804408
2019-01-16 05:00:01,12.4455,-2.84160743237803,-4.92180844804408
2019-01-16 06:00:01,12.5455,-2.79086444251414,-4.83391901147187
2019-01-16 07:00:01,12.6455,-3.52263223759971,-4.19810962454763
2019-01-16 08:00:01,12.5455,-3.84880188922931,-4.58682347867242
2019-01-16 09:00:01,12.5455,-3.91403581955523,-4.66456624949737
2019-01-16 10:00:01,12.2455,-4.17497154085892,-4.9755373327972
2019-01-16 11:00:01,12.1455,-4.17497154085892,-4.9755373327972
2019-01-16 12:00:01,12.1455,-4.63160905314036,-5.51973672857189
2019-01-16 13:00:01,11.9455,-5.0882465654218,-6.06393612434658
2019-01-16 14:00:01,11.5455,-4.50114119248852,-5.36425118692198
2019-01-16 15:00:01,11.2455,-5.51973672857189,-4.63160905314036
2019-01-16 16:00:01,10.9455,-5.6752222702218,-4.7620769137922
2019-01-16 17:00:01,10.8455,-6.06393612434658,-5.0882465654218
2019-01-16 18:00:01,10.7455,-6.29716443682145,-5.28394835639956
2019-01-16 19:00:01,10.2455,-5.83070781187172,-4.89254477444404
2019-01-16 20:00:01,10.0455,-5.90845058269667,-4.95777870476996
2019-01-16 21:00:01,10.1455,-6.14167889517154,-5.15348049574772
2019-01-16 22:00:01,10.0455,-5.44199395774693,-4.56637512281444
2019-01-16 23:00:01,9.9455,-3.19680836142528,-5.53703450404959
2019-01-17 00:00:01,10.0455,-1.87435346393035,-5.14974381822519
2019-01-17 01:00:01,9.8455,-2.79086444251414,-4.83391901147187
2019-01-17 02:00:01,9.6455,-3.09532238169749,-5.36125563090516
2019-01-17 03:00:01,9.6455,-3.14606537156139,-5.44914506747738
2019-01-17 04:00:01,9.7455,-3.24755135128918,-5.62492394062181
2019-01-17 05:00:01,9.4455,-3.29829434115307,-5.71281337719402
2019-01-17 06:00:01,9.4455,-4.109737610533,-4.89779456197224
2019-01-17 07:00:01,9.4455,-4.50114119248852,-5.36425118692198
2019-01-17 08:00:01,9.7455,-4.50114119248852,-5.36425118692198
2019-01-17 09:00:01,9.7455,-3.60275228033643,-6.24014999662732
2019-01-17 10:00:01,9.5455,-3.55200929047254,-6.1522605600551
2019-01-17 11:00:01,10.2455,-2.42971745324305,-6.67559383844006
2019-01-17 12:00:01,9.9455,1.28646844700854,-7.29592511503138
2019-01-17 13:00:01,9.2455,1.32171415788549,-7.4958134743473
2019-01-17 14:00:01,9.2455,2.25616620658282,-6.19876570712291
2019-01-17 15:00:01,8.4455,1.09261703718534,-6.19653913879377
2019-01-17 16:00:01,6.0455,6.71909482356982,-8.00750539497049
2019-01-17 17:00:01,7.0455,0.634422795785033,-3.59799046768671
2019-01-17 18:00:01,7.1455,5.02355599652544,-8.70105422064936
2019-01-17 19:00:01,6.7455,5.18547675776073,-2.99383640196971
2019-01-17 20:00:01,6.1455,3.96488131207277,-3.32693044662195
2019-01-17 21:00:01,6.3455,6.32803943319953,-3.65349527020032
2019-01-17 22:00:01,7.2455,8.61316478407714,-4.97281300666155
2019-01-17 23:00:01,7.0455,4.65814013832743,-2.68937846278635
2019-01-18 00:00:01,7.3455,7.38271267206612,-4.26241114856704
2019-01-18 01:00:01,7.5455,6.59170774291618,-3.805724239792
2019-01-18 02:00:01,7.0455,1.47711264567417,-1.23944467619249
2019-01-18 03:00:01,5.6455,0.791004929149942,-0.45668690877504
2019-01-18 04:00:01,5.4455,-2.47950628284916,-0.902466482633131
2019-01-18 05:00:01,5.3455,-2.72457253373869,-1.57303268578069
2019-01-18 06:00:01,5.5455,-2.79873974969842,-2.34842149173314
2019-01-18 07:00:01,6.9455,-1.92823361482795,-3.3397985897442
2019-01-18 08:00:01,6.9455,-1.72526165537237,-2.98824084345534
2019-01-18 09:00:01,8.0455,-1.38840997328174,-3.81462505053717
2019-01-18 10:00:01,8.4455,-1.49254072127787,-4.10072192932746
2019-01-18 11:00:01,8.5455,-1.3536997239497,-3.71925942427375
2019-01-18 12:00:01,9.0455,-1.52725097060992,-4.19608755559089
2019-01-18 13:00:01,8.8455,-0.77540563929282,-4.39754390495042
2019-01-18 14:00:01,8.7455,-7.27064209357007e-16,-3.95795320938368
2019-01-18 15:00:01,7.6455,-1.11072797862539,-3.05170004042974
2019-01-18 16:00:01,6.9455,-1.50038039749617,-1.78808372897399
2019-01-18 17:00:01,6.6455,-1.76131611879986,-2.09905481227382
2019-01-18 18:00:01,6.5455,-1.57303268578069,-2.72457253373869
2019-01-18 19:00:01,6.4455,-1.82655004912578,-2.17679758309877
2019-01-18 20:00:01,6.3455,-1.95701790977762,-2.33228312474869
2019-01-18 21:00:01,6.1455,-1.76131611879986,-2.09905481227382
2019-01-18 22:00:01,6.2455,-1.82655004912578,-2.17679758309877
2019-01-18 23:00:01,5.7455,-2.08748577042946,-2.4877686663986
2019-01-19 00:00:01,5.3455,-2.33228312474869,-1.95701790977762
2019-01-19 01:00:01,5.3455,-2.02225184010354,-2.41002589557364
2019-01-19 02:00:01,4.8455,-2.28318756140722,-2.72099697887347
2019-01-19 03:00:01,4.8455,-2.34842149173314,-2.79873974969842
2019-01-19 04:00:01,4.5455,-1.95701790977762,-2.33228312474869
2019-01-19 05:00:01,3.7455,-2.67023753537602,-0.971886981297218
2019-01-19 06:00:01,3.5455,-2.47950628284916,-0.902466482633131
2019-01-19 07:00:01,3.1455,-2.29871613213317,-0.405325675084883
2019-01-19 08:00:01,3.2455,-2.38414065658574,-0.867756233301087
2019-01-19 09:00:01,4.5455,-1.99888359315928,-0.352457108769464
2019-01-19 10:00:01,5.7455,-1.69905105418539,-0.299588542454044
2019-01-19 11:00:01,6.7455,-1.90731252526859,-0.69420498664087
2019-01-19 12:00:01,7.4455,-1.89893941350132,0.33483425333099
2019-01-19 13:00:01,7.9455,-2.38414065658573,0.867756233301088
2019-01-19 14:00:01,7.3455,-2.00267815153202,0.728915235972914
2019-01-19 15:00:01,6.3455,-1.50038039749617,1.78808372897399
2019-01-19 16:00:01,5.9455,-1.55485541649912,1.30467860651841
2019-01-19 17:00:01,5.4455,-1.71034095814904,1.43514646717025
2019-01-19 18:00:01,5.3455,-1.9435692706239,1.63084825814801
2019-01-19 19:00:01,4.9455,-1.50038039749617,1.78808372897399
2019-01-19 20:00:01,4.7455,-1.23944467619249,1.47711264567417
2019-01-19 21:00:01,4.3455,-1.93356760458875,1.11634577700565
2019-01-19 22:00:01,3.9455,-2.63668309716647,1.5222896959168
2019-01-19 23:00:01,3.8455,-1.84567816801653,1.06560278714176
2019-01-20 00:00:01,3.7455,-1.36991253684433,1.63259818732408
2019-01-20 01:00:01,3.8455,-1.69608218847393,2.02131204144886
2019-01-20 02:00:01,3.4455,-1.69608218847393,2.02131204144886
2019-01-20 03:00:01,3.3455,-1.43514646717025,1.71034095814904
2019-01-20 04:00:01,3.5455,-1.76131611879986,2.09905481227382
2019-01-20 05:00:01,3.7455,-1.36991253684433,1.63259818732408
2019-01-20 06:00:01,3.7455,-1.76131611879986,2.09905481227382
2019-01-20 07:00:01,3.4455,-0.978508954888808,1.16614156237434
2019-01-20 08:00:01,3.7455,-1.23944467619249,1.47711264567417
2019-01-20 09:00:01,4.3455,-1.16614156237434,0.978508954888809
2019-01-20 10:00:01,5.3455,-1.31834154858324,0.7611448479584
2019-01-20 11:00:01,6.0455,-0.932913249899474,0.782807163911047
2019-01-20 12:00:01,6.4455,-1.08839879154939,0.913275024562888
2019-01-20 13:00:01,6.7455,-1.17421074586657,1.39936987484921
2019-01-20 14:00:01,6.7455,-1.01485979727787,1.75778873144432
2019-01-20 15:00:01,5.7455,-0.659658868230613,1.14256267543881
2019-01-20 17:00:01,4.5455,-1.14256267543881,0.659658868230613
2019-01-20 18:00:01,4.2455,-1.33511876768801,0.485943490648609
2019-01-20 19:00:01,3.0455,-1.05467323886659,-0.60891587836672
2019-01-20 20:00:01,3.0455,-1.5222896959168,1.86426720347951e-16
2019-01-20 21:00:01,2.6455,-1.99888359315928,-0.352457108769464
2019-01-20 22:00:01,1.9455,-2.09882777281725,-0.370079964207937
2019-01-20 23:00:01,2.0455,-2.47950628284916,-0.902466482633131
2019-01-21 00:00:01,1.9455,-2.37301478744983,-1.37006072632512
2019-01-21 01:00:01,1.9455,-2.46090422402204,-1.42080371618901
2019-01-21 02:00:01,1.3455,-3.25190915317198,-1.87749062496405
2019-01-21 03:00:01,1.4455,-3.3397985897442,-1.92823361482795
2019-01-21 04:00:01,1.4455,-3.69135633603306,-2.13120557428352
2019-01-21 05:00:01,1.5455,-3.26519637464816,-2.73982507368866
2019-01-21 06:00:01,2.1455,-3.88713854124781,-3.26169651629603
2019-01-21 07:00:01,2.2455,-4.21869295546636,-2.43566351346688
2019-01-21 08:00:01,2.6455,-3.88713854124781,-3.26169651629603
2019-01-21 09:00:01,3.7455,-3.96488131207277,-3.32693044662195
2019-01-21 10:00:01,4.8455,-3.06599472531827,-3.65391022877294
2019-01-21 11:00:01,6.0455,-2.73982507368866,-3.26519637464816
2019-01-21 12:00:01,6.8455,-2.80505900401458,-3.34293914547312
2019-01-21 13:00:01,6.8455,-2.33417753373909,-4.04291408232192
2019-01-21 14:00:01,6.6455,-2.47888935238498,-2.95422529134834
2019-01-21 15:00:01,6.5455,-2.15271970075538,-2.56551143722355
2019-01-21 16:00:01,6.6455,-2.2179536310813,-2.64325420804851
2019-01-21 17:00:01,5.7455,-2.4877686663986,-2.08748577042946
2019-01-21 18:00:01,5.9455,-2.5441232827109,-3.03196806217329
2019-01-21 19:00:01,5.5455,-2.5441232827109,-3.03196806217329
2019-01-21 21:00:01,4.5455,-3.26519637464816,-2.73982507368866
2019-01-21 22:00:01,4.9455,-2.67459114336274,-3.1874536038232
